,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
399,piacabucu,BR,2023-02-03 22:37:52,-10.4056,-36.4344,92,76,77.71999999999997,3.8
400,irbit,RU,2023-02-03 22:37:52,57.6705,63.071,70,87,5.738000000000046,2.36
401,nizwa,OM,2023-02-03 22:37:52,22.9333,57.5333,2,44,70.53800000000004,0.6
402,egvekinot,RU,2023-02-03 22:37:53,66.3167,-179.1667,9,87,-24.016000000000012,6.24
403,vicente guerrero,MX,2023-02-03 22:36:52,19.1194,-98.1708,1,78,44.05999999999998,4.21
404,deputatskiy,RU,2023-02-03 22:37:53,69.3,139.9,98,99,-24.159999999999982,1.84
405,vallenar,CL,2023-02-03 22:37:54,-28.5708,-70.7581,0,65,68.54000000000002,1.3
406,sakaiminato,JP,2023-02-03 22:37:54,35.55,133.2333,40,81,48.398000000000025,3.6
407,lieksa,FI,2023-02-03 22:37:54,63.3167,30.0167,82,90,12.775999999999986,4.38
408,belomorsk,RU,2023-02-03 22:37:55,64.5232,34.7668,99,96,11.930000000000039,3.52
409,dafeng,CN,2023-02-03 22:37:55,23.4517,108.5881,100,95,58.11799999999998,1.43
410,salinopolis,BR,2023-02-03 22:36:50,-0.6136,-47.3561,92,88,77.41400000000004,3.75
411,asau,RO,2023-02-03 22:37:55,46.4333,26.4,100,90,25.988000000000046,1.68
412,itoman,JP,2023-02-03 22:37:56,26.1247,127.6694,75,66,65.04800000000003,2.57
413,tautira,PF,2023-02-03 22:37:56,-17.7333,-149.15,99,83,80.18599999999998,6.81
414,padang,ID,2023-02-03 22:37:56,-0.9492,100.3543,100,64,86.32400000000001,1.99
415,imbituba,BR,2023-02-03 22:37:57,-28.24,-48.6703,82,93,78.13399999999999,1.67
416,whyalla,AU,2023-02-03 22:37:57,-33.0333,137.5833,71,55,68.86400000000003,6.88
417,neuquen,AR,2023-02-03 22:37:57,-38.9516,-68.0591,0,50,75.36199999999997,0
418,agogo,GH,2023-02-03 22:37:58,6.8,-1.0819,34,94,71.22200000000004,2
419,santa isabel,BR,2023-02-03 22:37:55,-23.3156,-46.2214,100,87,71.16799999999998,2.59
420,lakatoro,VU,2023-02-03 22:37:58,-16.0999,167.4164,38,75,85.47799999999997,4.01
421,yarim,YE,2023-02-03 22:37:58,14.298,44.3779,3,35,54.91400000000003,0.5
422,red wing,US,2023-02-03 22:37:59,44.5625,-92.5338,75,62,6.367999999999984,3.6
423,san patricio,US,2023-02-03 22:37:59,28.017,-97.5169,11,83,52.10600000000003,2.12
424,suez,EG,2023-02-03 22:37:59,29.9737,32.5263,1,55,51.08000000000004,1.99
425,paris,FR,2023-02-03 22:34:33,48.8534,2.3488,100,91,49.04600000000005,3.6
426,yuancheng,CN,2023-02-03 22:38:00,36.652,107.7896,0,27,38.65999999999998,4.66
427,zavoi,RO,2023-02-03 22:38:00,45.5167,22.4167,100,99,33.89000000000002,2.23
428,kovdor,RU,2023-02-03 22:33:09,67.5662,30.4758,100,100,7.448000000000025,1.03
429,verkhnyaya inta,RU,2023-02-03 22:38:01,65.9811,60.3094,99,92,9.10399999999995,2.09
430,huntsville,US,2023-02-03 22:37:11,34.7304,-86.5861,0,71,32.09000000000002,4.02
431,paradwip,,,,,,,,
432,semnan,IR,2023-02-03 22:38:01,35.5729,53.3971,43,34,37.59800000000003,1.18
433,margate,GB,2023-02-03 22:38:02,51.3813,1.3862,58,80,47.96600000000001,1.34
434,kidal,ML,2023-02-03 22:38:03,18.4411,1.4078,8,16,59.432000000000016,4.84
435,syamzha,RU,2023-02-03 22:38:03,60.0158,41.0614,99,97,17.41999999999996,1.7
436,hrodna,BY,2023-02-03 22:38:04,53.6884,23.8258,75,86,26.72599999999999,5
437,washington,US,2023-02-03 22:33:50,47.5001,-120.5015,75,74,33.998000000000026,0.36
438,half moon bay,US,2023-02-03 22:38:04,37.4636,-122.4286,100,95,54.30199999999998,0
439,toda bhim,,,,,,,,
440,maragogi,BR,2023-02-03 22:38:05,-9.0122,-35.2225,63,73,78.20600000000003,3.32
441,talaya,RU,2023-02-03 22:38:06,61.3833,152.75,100,99,-20.848000000000027,0.8
442,abu zabad,SD,2023-02-03 22:38:06,12.35,29.25,23,24,59.719999999999956,5.15
443,lompoc,US,2023-02-03 22:38:07,34.6391,-120.4579,0,85,52.214000000000034,6.26
444,hambantota,LK,2023-02-03 22:38:07,6.1241,81.1185,75,79,84.81199999999995,6.17
445,khandwa,IN,2023-02-03 22:38:08,21.8333,76.3333,5,19,74.22799999999997,2.69
446,buin,CL,2023-02-03 22:38:10,-33.7333,-70.75,64,62,78.38599999999997,0.3
447,tiksi,RU,2023-02-03 22:38:11,71.6872,128.8694,99,100,-30.19000000000002,0.78
448,opuwo,NA,2023-02-03 22:38:12,-18.0607,13.84,87,39,67.40600000000003,1.66
449,praia,CV,2023-02-03 22:38:12,14.9215,-23.5087,20,77,68.80999999999997,6.17
450,nago,JP,2023-02-03 22:38:13,26.5881,127.9761,99,64,65.10199999999998,4.5
451,roros,NO,2023-02-03 22:38:14,62.5747,11.3842,100,85,-0.2919999999999945,0.51
452,meyungs,,,,,,,,
453,ilulissat,GL,2023-02-03 22:38:14,69.2167,-51.1,100,72,8.888000000000044,8.23
454,alotau,,,,,,,,
455,karoi,ZW,2023-02-03 22:38:15,-16.8099,29.6925,98,89,65.82200000000003,1.25
456,mayo,US,2023-02-03 22:38:16,38.8876,-76.5119,0,44,21.343999999999973,4.47
457,dabhol,IN,2023-02-03 22:38:16,17.6,73.1667,95,28,85.85600000000002,1.19
458,atchison,US,2023-02-03 22:38:17,39.563,-95.1216,0,47,31.064000000000032,6.11
459,trairi,BR,2023-02-03 22:35:03,-3.2778,-39.2689,65,90,75.97400000000002,3.87
460,forrest city,US,2023-02-03 22:34:56,35.0081,-90.7898,0,61,26.72599999999999,1.99
461,klaksvik,FO,2023-02-03 22:38:18,62.2266,-6.589,100,93,47.588000000000044,11.93
462,tazovskiy,RU,2023-02-03 22:38:18,67.4667,78.7,100,96,8.366000000000007,2.11
463,palabuhanratu,,,,,,,,
464,san antonio,US,2023-02-03 22:35:06,29.4241,-98.4936,0,84,44.61799999999998,2.06
465,umzimvubu,,,,,,,,
466,presidencia roque saenz pena,AR,2023-02-03 22:38:20,-26.7852,-60.4388,56,56,72.98599999999996,2.51
467,oksfjord,NO,2023-02-03 22:38:21,70.2396,22.3479,96,90,32.45,5.71
468,alta floresta,BR,2023-02-03 22:38:21,-9.8756,-56.0861,82,98,70.01600000000002,0.63
469,deyang,CN,2023-02-03 22:38:22,31.1302,104.382,58,40,62.79800000000003,1.85
470,mount gambier,AU,2023-02-03 22:38:22,-37.8333,140.7667,89,55,65.80399999999995,4.66
471,ilinsko-podomskoye,,,,,,,,
472,iracoubo,GF,2023-02-03 22:38:23,5.4802,-53.2011,100,87,76.17200000000004,5.29
473,ketchikan,US,2023-02-03 22:36:37,55.3422,-131.6461,100,100,44.851999999999975,0
474,abapo,BO,2023-02-03 22:38:24,-18.8333,-63.4667,100,96,63.68000000000004,1.21
475,mitsamiouli,KM,2023-02-03 22:38:25,-11.3847,43.2844,100,77,82.23800000000006,2.29
476,lahaina,US,2023-02-03 22:37:56,20.8783,-156.6825,100,69,78.08000000000004,4.2
477,nieuw amsterdam,SR,2023-02-03 22:38:25,5.8833,-55.0833,43,86,78.29600000000005,4.1
478,yar-sale,RU,2023-02-03 22:33:36,66.8333,70.8333,94,100,1.5980000000000238,2.46
479,attawapiskat,,,,,,,,
480,sarangani,PH,2023-02-03 22:38:27,5.4033,125.4636,90,71,81.96799999999999,4.4
481,mbandaka,CD,2023-02-03 22:38:27,0.0487,18.2603,74,69,73.99399999999997,0.48
482,dargaville,NZ,2023-02-03 22:38:27,-35.9333,173.8833,100,82,71.63599999999997,2.12
483,lata,PT,2023-02-03 22:38:28,40.1629,-8.3327,0,67,39.74000000000002,1.73
484,treinta y tres,UY,2023-02-03 22:38:28,-33.2333,-54.3833,69,92,62.99600000000005,4.35
485,zambezi,ZM,2023-02-03 22:38:29,-13.5432,23.1047,93,97,65.01199999999996,1.39
486,salalah,OM,2023-02-03 22:37:57,17.0151,54.0924,20,64,70.15999999999998,2.06
487,dondo,MZ,2023-02-03 22:38:29,-19.6094,34.7431,88,74,74.984,1.43
488,hudson bay,CA,2023-02-03 22:38:30,52.85,-102.3842,54,95,6.098000000000024,2.25
489,pangnirtung,CA,2023-02-03 22:38:30,66.1451,-65.7125,100,89,-30.65800000000001,0.85
490,misratah,LY,2023-02-03 22:38:30,32.3754,15.0925,6,73,56.82200000000004,2.9
491,houma,US,2023-02-03 22:38:31,29.5958,-90.7195,0,72,50.26999999999996,2.57
492,porto santo,PT,2023-02-03 22:38:31,33.072,-16.3415,20,67,59.648000000000025,3.6
493,fairbanks,US,2023-02-03 22:36:13,64.8378,-147.7164,75,83,7.033999999999992,0
494,kautokeino,NO,2023-02-03 22:38:32,69.0125,23.0412,100,100,2.8039999999999488,1.49
495,la sarre,CA,2023-02-03 22:37:03,48.8002,-79.1996,32,99,-30.063999999999986,2.42
496,mutsamudu,,,,,,,,
497,antofagasta,CL,2023-02-03 22:38:33,-23.65,-70.4,31,79,69.35,1.12
498,zonguldak,TR,2023-02-03 22:38:33,41.25,31.8333,26,85,25.51999999999996,2.31
499,antigonish,CA,2023-02-03 22:38:33,45.6169,-61.9986,74,78,-7.978000000000016,5.81
500,rio grande,BR,2023-02-03 22:38:34,-32.035,-52.0986,89,81,72.48200000000003,5.74
501,mount isa,AU,2023-02-03 22:38:34,-20.7333,139.5,1,22,87.83599999999997,5.14
502,kahului,US,2023-02-03 22:38:34,20.8947,-156.47,40,66,78.11600000000001,7.2
503,koshurnikovo,RU,2023-02-03 22:38:35,54.1667,93.3,98,90,9.841999999999995,0.64
504,nanakuli,US,2023-02-03 22:38:35,21.3906,-158.1547,0,78,79.01600000000002,2.57
505,yazykovo,RU,2023-02-03 22:38:35,55.2199,56.1353,100,99,2.516000000000009,1.27
506,labis,MY,2023-02-03 22:38:36,2.385,103.021,94,72,83.71400000000003,2.94
507,palmer,US,2023-02-03 22:38:36,42.1584,-72.3287,40,35,-0.8679999999999879,6.69
508,tomatlan,MX,2023-02-03 22:38:37,19.9333,-105.25,39,74,66.83000000000004,1.5
509,bubaque,GW,2023-02-03 22:38:37,11.2833,-15.8333,4,57,76.892,5.18
510,saa,CM,2023-02-03 22:38:37,4.3667,11.45,77,90,71.86999999999996,1.56
511,ballina,AU,2023-02-03 22:38:38,-28.8667,153.5667,100,76,76.73000000000005,4.62
512,rodeo,US,2023-02-03 22:38:38,38.033,-122.2669,75,91,53.61799999999998,2.06
513,verkhoyansk,RU,2023-02-03 22:38:38,67.5447,133.385,98,99,-33.358000000000004,1.32
514,krasnoselkup,RU,2023-02-03 22:38:39,65.7,82.4667,100,95,13.801999999999975,2.6
515,nara,JP,2023-02-03 22:38:24,34.6851,135.8049,25,32,54.76999999999996,5.62
516,grand centre,,,,,,,,
517,umm kaddadah,SD,2023-02-03 22:38:39,13.6017,26.6876,95,25,58.424000000000014,6.9
518,honiara,SB,2023-02-03 22:38:22,-9.4333,159.95,68,79,84.092,0.91
519,abha,SA,2023-02-03 22:38:40,18.2164,42.5053,20,87,51.89000000000002,6.17
520,novo aripuana,BR,2023-02-03 22:38:40,-5.1206,-60.3797,100,99,72.31999999999996,0.23
521,katobu,ID,2023-02-03 22:38:40,-4.9408,122.5276,100,78,80.618,3.56
522,aflu,,,,,,,,
523,aykhal,RU,2023-02-03 22:38:41,66,111.5,100,100,-21.604000000000006,1.49
524,avera,US,2023-02-03 22:38:41,33.194,-82.5271,0,53,40.78399999999999,3.75
525,khorixas,NA,2023-02-03 22:38:41,-20.3667,14.9667,100,39,70.34000000000003,1.16
526,moerai,PF,2023-02-03 22:38:42,-22.4333,-151.3333,5,81,80.43800000000005,6.04
527,yaypan,UZ,2023-02-03 22:38:42,40.3758,70.8156,100,82,43.43000000000004,2.48
528,maningrida,AU,2023-02-03 22:38:42,-12.0667,134.2667,86,65,85.98200000000003,3.91
529,saldanha,ZA,2023-02-03 22:37:54,-33.0117,17.9442,0,87,57.524000000000015,2.1
530,cidreira,BR,2023-02-03 22:38:43,-30.1811,-50.2056,100,93,71.63599999999997,3.68
531,aripuana,BR,2023-02-03 22:38:43,-9.1667,-60.6333,100,99,72.69800000000004,0.7
532,hualmay,PE,2023-02-03 22:38:44,-11.0964,-77.6139,100,86,71.726,2.84
533,paka,MY,2023-02-03 22:38:44,4.6374,103.4368,40,83,82.59800000000003,3.09
534,tabuk,PH,2023-02-03 22:38:44,17.4189,121.4443,70,65,80.65399999999995,1.86
535,kutum,SD,2023-02-03 22:38:45,14.2,24.6667,69,27,54.067999999999984,2.92
536,akom,CM,2023-02-03 22:38:45,2.6678,12.7109,74,62,66.55999999999997,0.23
537,alyangula,AU,2023-02-03 22:38:45,-13.8483,136.4192,47,56,87.33200000000002,2.91
538,evensk,RU,2023-02-03 22:38:46,61.95,159.2333,96,80,1.958000000000002,3.96
539,port moresby,PG,2023-02-03 22:38:46,-9.4431,147.1797,100,78,80.54600000000005,5.51
540,kihei,US,2023-02-03 22:38:46,20.785,-156.4656,40,73,78.11600000000001,7.2
541,rawson,AR,2023-02-03 22:38:47,-43.3002,-65.1023,0,45,73.52599999999998,4.72
542,tezu,IN,2023-02-03 22:38:47,27.9167,96.1667,0,15,79.934,1.79
543,bar harbor,US,2023-02-03 22:34:56,44.3876,-68.2039,100,55,-11.451999999999977,7.2
544,vao,NC,2023-02-03 22:38:47,-22.6667,167.4833,100,82,81.08599999999997,7.03
545,pundaguitan,PH,2023-02-03 22:38:48,6.3711,126.1689,100,76,80.816,4.37
546,tagusao,PH,2023-02-03 22:38:48,9.1924,117.8141,98,66,84.21799999999999,3.26
547,aklavik,CA,2023-02-03 22:38:48,68.2191,-135.0107,96,93,-23.692,0.64
548,bergen,NO,2023-02-03 22:37:18,60.392,5.328,75,73,37.417999999999985,5.66
549,kavieng,PG,2023-02-03 22:38:49,-2.5744,150.7967,100,75,82.68800000000005,2.72
550,huntington,US,2023-02-03 22:34:11,38.4193,-82.4452,0,68,21.14600000000005,2.57
551,phumi samraong,,,,,,,,
552,gat,IL,2023-02-03 22:38:49,31.61,34.7642,76,100,51.674000000000014,5.75
553,raudeberg,NO,2023-02-03 22:38:50,61.9875,5.1352,100,53,37.13000000000004,9.64
554,lavrentiya,RU,2023-02-03 22:38:50,65.5833,-171,30,93,-19.87599999999999,3.49
555,ankang,CN,2023-02-03 22:38:50,32.68,109.0172,88,39,55.50800000000001,2.4
556,kimbe,PG,2023-02-03 22:38:51,-5.5502,150.1429,90,66,86.66600000000001,3.26
557,college,US,2023-02-03 22:38:51,64.8569,-147.8028,75,83,7.016000000000009,0
558,sorong,ID,2023-02-03 22:38:51,-0.8833,131.25,100,75,82.27400000000002,3.04
559,juneau,US,2023-02-03 22:38:52,58.3019,-134.4197,100,94,34.483999999999995,0
560,bukama,CD,2023-02-03 22:38:52,-9.2,25.85,100,98,69.98000000000005,0.14
561,hajnowka,PL,2023-02-03 22:38:52,52.7433,23.5812,100,72,29.06600000000001,4.65
562,suntar,RU,2023-02-03 22:38:53,62.1444,117.6319,100,92,-14.386000000000017,2.19
563,along,IN,2023-02-03 22:38:53,28.1667,94.7667,0,25,76.94600000000005,0.71
564,yola,NG,2023-02-03 22:38:53,9.2,12.4833,100,22,73.81400000000004,0.8
565,grand baie,MU,2023-02-03 22:38:54,-20.0182,57.5802,64,74,82.72400000000002,2.68
566,ulaangom,MN,2023-02-03 22:38:54,49.9811,92.0667,91,90,-8.590000000000025,1.09
567,puqi,CN,2023-02-03 22:38:54,29.7167,113.8833,99,49,56.101999999999975,2.46
568,dryden,CA,2023-02-03 22:38:55,49.7833,-92.7503,100,65,-1.641999999999996,10.29
569,kaohsiung,TW,2023-02-03 22:38:55,22.6163,120.3133,75,63,77.35999999999999,1.79
570,karratha,AU,2023-02-03 22:38:14,-20.7377,116.8463,15,39,95.9,6.58
571,maceio,BR,2023-02-03 22:38:56,-9.6658,-35.7353,20,94,74.91199999999995,1.03
572,laramie,US,2023-02-03 22:37:32,41.3114,-105.5911,0,36,39.21799999999998,5.66
573,bairnsdale,AU,2023-02-03 22:38:56,-37.8333,147.6167,99,70,64.32799999999997,3.58
574,shunyi,CN,2023-02-03 22:38:57,40.125,116.6453,0,17,43.016000000000005,1
575,lakes entrance,AU,2023-02-03 22:38:57,-37.8811,147.981,100,61,64.43599999999998,9.98
576,vanimo,PG,2023-02-03 22:38:58,-2.6741,141.3028,42,69,85.02799999999996,3.13
577,pizarro,CO,2023-02-03 22:38:58,4.9533,-77.366,64,88,76.36999999999996,1.07
578,lianran,CN,2023-02-03 22:38:58,24.9227,102.485,9,21,61.609999999999985,6.94
579,swan hill,AU,2023-02-03 22:36:10,-35.3378,143.5544,18,30,77.21600000000001,6.48
580,sao felix do xingu,BR,2023-02-03 22:36:26,-6.6447,-51.995,73,97,70.23200000000003,0.17
581,quthing,LS,2023-02-03 22:38:59,-30.4,27.7003,1,59,66.18200000000002,0.95
582,vyritsa,RU,2023-02-03 22:38:59,59.4078,30.3481,100,95,24.583999999999993,3.57
583,vila,PT,2023-02-03 22:38:59,42.0304,-8.1588,0,69,36.751999999999974,1.72
584,samarai,PG,2023-02-03 22:39:00,-10.6167,150.6667,100,72,85.28000000000004,1.67
585,kupang,ID,2023-02-03 22:39:00,-10.1667,123.5833,75,100,79.64600000000004,1.54
586,yumen,CN,2023-02-03 22:39:00,40.2833,97.2,98,31,30.398000000000025,3.02
587,antoing,BE,2023-02-03 22:39:01,50.556,3.4653,99,94,49.71199999999996,2.13
588,inuvik,CA,2023-02-03 22:39:01,68.3499,-133.7218,75,68,-28.174000000000014,1.03
589,high rock,BS,2023-02-03 22:39:02,26.6208,-78.2833,75,82,71.88800000000005,10.21
590,lincoln,US,2023-02-03 22:39:05,40.8,-96.667,0,61,30.398000000000025,3.13
591,luau,AO,2023-02-03 22:39:06,-10.7073,22.2247,100,97,65.04800000000003,1.42
592,wasilla,US,2023-02-03 22:39:11,61.5814,-149.4394,100,93,27.338000000000044,0
593,te anau,NZ,2023-02-03 22:39:13,-45.4167,167.7167,42,48,81.06799999999998,2.74
594,porbandar,IN,2023-02-03 22:39:17,21.6422,69.6093,0,45,66.45199999999997,0
595,kieta,PG,2023-02-03 22:39:19,-6.2167,155.6333,98,79,83.55199999999998,2.37
596,san vicente,AR,2023-02-03 22:39:21,-26.6167,-54.1333,100,99,63.30199999999998,0.46
597,ferme-neuve,CA,2023-02-03 22:39:22,46.7001,-75.4493,100,84,-24.124000000000017,4.52
598,baker city,US,2023-02-03 22:36:38,44.7749,-117.8344,0,74,35.90600000000003,2.06
599,louisbourg,,,,,,,,
600,valdemarpils,LV,2023-02-03 22:39:25,57.3707,22.5919,100,77,27.446000000000048,5.55
